"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","COD_RES","P4_1","P4_2_01","P4_2_02","P4_2_03","P4_2_04","P4_2_05","P4_2_06","P4_2_07","P4_2_08","P4_2_09","P4_2_10","P4_2_11","P4_2_12","P4_2_13","P4_2_14","P4_2_15","P4_2_16","P5_1","P5_2","P5_3","P5_4","P5_5","P5_6","P5_7","P5_8","P5_9","P5_10","P5_11","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17","P5_18","P5_19","P5_20","P5_21","P6_1","P6_2","P6_3","P6_4","P6_5","P6_6","P6_7_1","P6_7_2","P6_7_3","P6_7_4","P6_7_5","P6_7_6","P6_7_7","P6_7_8","P6_7_9","P7_1_01","P7_1_02","P7_1_03","P7_1_04","P7_1_05","P7_1_06","P7_1_07","P7_1_08","P7_1_09","P7_1_10","P7_1_11","P7_1_12","P7_1_13","P7_1_14","P7_1_14E","P7_1_15","P7_1_99","P7_2","P7_3","P7_4","P8_1","P8_2","P8_3_01","P8_3_02","P8_3_03","P8_3_04","P8_3_05","P8_3_06","P8_3_07","P8_3_08","P8_3_09","P8_3_10","P8_3_11","P8_3_12","P8_3_13","P8_3_14","P8_3_15","P8_3_15E","P8_4_01","P8_4_04","P8_4_06","P8_4_13","P8_4_14","P8_5_01","P8_5_02","P8_5_03","P8_5_04","P8_5_05","P8_5_06","P8_5_07","P8_5_08","P8_5_09","P8_5_10","P8_5_11","P8_5_12","P8_5_13","P8_5_14","P8_5_15","P8_5_15E","P8_6_1","P8_6_2","P8_6_3","P8_6_4","P8_6_5","P8_6_6","P8_6_7","P8_6_8","P8_6_9","P8_7","P8_8","P8_9","P9_1","P9_2","P9_3","P9_4","P9_5","P9_6","P9_7","P9_7E","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P9_8_7","P9_8_8","P9_9","P9_10_1","P9_10_2","P9_10_3","P9_10_4","P9_10_5","P9_11_1","P9_11_2","P9_11_3","P9_11_4","P9_12_01","P9_12_02","P9_12_03","P9_12_04","P9_12_05","P9_12_06","P9_12_07","P9_12_08","P9_12_09","P9_12_98","P9_12_99","FAC_SEL","DOMINIO","UPM_DIS","EST_DIS"
"2702100.01","2702100.01.02","2702100","01","02","27","TABASCO","004","CENTRO","01","05","05","00","00","06","05","05","05","00","00","05","05","00","05","05","05","05","06","05","08","05","03","03","03","05","03","00","05","07","01","05","10","00","05","03","00","00","05","05","03","00","1","1","1","08","05","05","10","07","07","00","98","08","0","1","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","05","03","05","05","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","8","8","1","1","1","4","4","3","1","4","3","3","4","3","8","3","3","3","2","","","0","0","0","1","1","0","0","0","0","1","1","","1","","1","2","2","04","0012000","DOCE MIL","1","0","0","0","1","0","0","0","2","05","03","05","04","01","1","2","2","2","0","0","0","0","0","1","0","0","0","0","0","6990.1685725396","U","0385","0119"
"2702100.02","2702100.02.01","2702100","02","01","27","TABASCO","004","CENTRO","01","08","09","09","06","07","07","08","08","08","07","07","06","07","08","09","08","08","06","08","08","09","09","08","07","08","08","06","07","09","08","05","06","07","07","08","08","07","06","07","08","07","2","1","1","09","08","08","08","08","09","09","09","08","0","1","0","0","0","0","0","0","1","1","0","0","0","0","","0","0","08","08","08","06","07","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","1","1","","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","","","0","1","1","1","0","0","0","0","0","1","1","","1","","3","2","1","03","0009000","NUEVE MIL","0","0","0","0","0","0","0","1","3","08","07","08","08","08","1","2","3","3","0","1","0","0","1","1","0","0","0","0","0","4660.1123816931","U","0385","0119"
"2702100.03","2702100.03.01","2702100","03","01","27","TABASCO","004","CENTRO","01","04","07","08","09","06","04","06","09","08","07","05","04","03","08","06","06","08","06","08","09","07","09","08","07","09","10","10","08","07","08","06","09","07","09","09","10","08","07","08","07","08","2","1","2","","","","","","","","","","0","0","1","1","1","0","0","0","0","0","0","0","0","0","","0","0","08","08","09","06","07","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","1","2","1","1","2","1","1","4","1","1","1","1","1","1","1","1","1","1","1","","","0","0","1","1","1","1","1","1","0","2","","1","1","","2","2","2","02","0007500","SIETE MIL QUINIENTOS","1","0","0","0","0","0","0","0","3","09","10","09","07","08","4","2","2","2","0","1","1","0","0","1","0","0","0","0","0","11650.2809542326","U","0385","0119"
"2702100.04","2702100.04.03","2702100","04","03","27","TABASCO","004","CENTRO","01","07","04","04","02","01","04","05","08","02","02","06","05","05","08","09","09","10","05","07","05","07","09","07","05","06","06","08","10","08","08","03","05","05","09","08","08","08","04","04","03","08","1","1","1","10","08","98","10","98","10","09","98","09","1","1","0","0","0","0","1","0","0","0","0","0","0","0","","0","0","03","05","05","04","04","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","","4","1","1","4","4","4","3","3","1","3","3","1","2","3","3","3","4","3","3","","","1","0","1","0","1","0","0","1","0","1","1","","1","","1","2","2","03","0009500","NUEVE MIL QUINIENTOS","0","1","1","0","0","1","0","0","2","09","04","02","02","09","2","2","2","2","0","1","0","0","1","1","0","0","0","0","0","6990.1685725396","U","0385","0119"
"2702100.05","2702100.05.02","2702100","05","02","27","TABASCO","004","CENTRO","01","06","05","05","05","05","04","04","03","03","03","03","03","03","03","03","03","03","05","05","05","03","02","05","05","04","03","06","03","05","04","01","05","05","05","00","03","04","01","05","05","05","2","1","1","05","05","05","05","05","05","05","98","05","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","05","05","04","05","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","0","1","0","0","0","0","0","0","0","1","1","","1","","4","2","2","01","0000001","UNO","0","0","0","0","0","0","0","1","3","04","03","00","01","02","3","3","4","4","0","0","1","0","0","1","0","0","0","0","0","4660.1123816931","U","0385","0119"
"2702121.01","2702121.01.01","2702121","01","01","27","TABASCO","004","CENTRO","01","06","05","04","04","05","05","05","07","05","05","06","06","06","03","07","08","05","07","04","05","06","07","06","07","04","07","10","10","09","07","08","08","05","05","06","07","07","04","04","00","08","1","2","1","07","07","08","09","09","09","09","98","08","1","0","0","0","0","0","1","0","1","0","0","0","0","0","","0","0","04","05","06","08","04","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","3","4","4","3","3","3","2","4","3","3","3","3","2","2","3","3","","","1","1","0","0","1","0","0","1","0","1","1","","1","","1","1","1","02","0006000","SEIS MIL","0","0","0","0","0","0","0","1","2","06","07","07","06","07","2","2","3","8","0","1","0","0","0","1","0","0","0","0","0","2451.303458696","U","0314","0119"
"2702121.02","2702121.02.03","2702121","02","03","27","TABASCO","004","CENTRO","01","08","08","07","05","05","05","05","08","08","08","10","10","10","07","07","08","10","07","08","07","07","08","08","05","07","08","10","10","10","09","08","10","06","06","07","06","08","06","10","08","10","1","1","1","09","08","08","08","08","08","08","98","08","0","1","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","05","07","07","09","07","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","4","4","4","4","3","3","2","3","4","4","2","2","4","3","2","2","3","3","","","1","0","0","1","0","0","0","1","0","2","","2","1","","1","1","1","03","0010000","DIEZ MIL","0","0","0","0","0","0","0","1","1","07","08","08","07","07","2","2","2","2","0","1","0","0","1","1","0","0","0","0","0","9805.213834784","U","0314","0119"
"2702121.03","2702121.03.01","2702121","03","01","27","TABASCO","004","CENTRO","01","07","08","09","05","08","08","09","10","03","04","09","09","09","05","09","08","08","02","02","08","08","06","05","05","99","06","07","07","07","05","03","07","06","05","08","07","04","02","04","02","07","2","1","1","07","06","04","04","05","06","10","98","05","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","99","06","07","04","07","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","4","3","2","2","3","3","1","1","8","8","8","8","2","2","2","2","","","1","0","1","0","0","0","0","1","0","1","1","","1","","2","8","2","03","0010000","DIEZ MIL","1","0","0","0","0","0","0","0","3","99","99","99","99","99","2","2","2","2","0","0","0","1","1","1","0","0","0","0","0","7353.910376088","U","0314","0119"
"2702121.04","2702121.04.01","2702121","04","01","27","TABASCO","004","CENTRO","01","00","00","00","00","00","00","00","00","00","00","05","05","05","00","06","06","04","06","05","03","03","05","05","03","06","05","10","10","10","10","04","07","04","03","05","04","06","10","05","04","06","1","2","1","07","06","08","08","08","09","09","98","07","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","00","00","02","10","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","3","3","4","4","3","2","2","2","1","2","1","1","3","4","3","1","2","3","","","1","0","0","0","0","0","0","1","0","1","1","","1","","3","2","1","04","0012000","DOCE MIL","1","0","0","0","0","0","0","0","1","05","05","00","05","00","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","9805.213834784","U","0314","0119"
"2702192.01","2702192.01.02","2702192","01","02","27","TABASCO","004","CENTRO","01","10","10","10","10","10","10","09","10","10","10","10","10","10","09","10","10","10","10","09","09","10","09","10","10","09","10","08","08","09","08","08","10","08","09","08","08","08","08","09","07","10","1","2","2","","","","","","","","","","1","0","0","1","0","0","0","0","0","0","0","1","0","0","","0","0","08","09","09","09","08","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","2","1","1","1","1","4","4","4","4","4","4","4","4","1","1","4","1","1","1","","","0","0","0","0","1","0","0","1","0","1","1","","1","","1","2","2","07","0021000","VEINTIUN MIL","0","0","1","0","0","0","0","0","2","08","08","08","08","08","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","7739.6971374273","U","0315","0119"
"2702192.02","2702192.02.01","2702192","02","01","27","TABASCO","004","CENTRO","01","05","08","08","08","07","07","07","08","08","08","07","07","07","08","07","08","09","07","06","06","07","07","08","07","06","06","07","07","06","06","07","08","07","05","07","06","06","05","07","07","07","1","1","1","06","05","07","06","07","08","07","08","06","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","07","07","07","04","06","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","","","3","","8","","3","3","2","3","1","3","2","3","3","1","3","1","3","3","","","0","1","1","1","1","0","1","0","0","1","2","","1","","1","2","2","02","0007000","SIETE MIL","0","0","0","0","0","0","0","1","2","05","05","05","05","05","4","4","2","3","0","1","0","1","1","0","0","0","0","0","0","5159.7980916182","U","0315","0119"
"2702192.03","2702192.03.02","2702192","03","02","27","TABASCO","004","CENTRO","01","10","10","09","08","00","08","08","00","00","00","10","00","00","10","10","00","10","10","10","00","00","08","10","08","10","10","08","10","10","08","08","10","10","08","10","08","08","10","10","10","08","2","2","2","","","","","","","","","","0","1","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","10","10","10","10","00","1","2","2","2","2","2","2","2","2","2","2","2","1","2","2","","","8","8","","1","8","3","3","1","3","3","3","4","3","4","3","3","1","3","","","1","1","1","0","0","0","1","1","0","1","1","","1","","3","2","2","02","0006000","SEIS MIL","0","0","0","0","0","0","0","1","3","10","00","10","10","00","2","4","2","2","0","0","0","0","1","1","0","0","0","0","0","5159.7980916182","U","0315","0119"
"2702192.05","2702192.05.01","2702192","05","01","27","TABASCO","004","CENTRO","01","07","08","08","08","08","08","06","06","06","06","08","08","08","08","06","08","07","08","08","07","08","08","07","05","04","06","04","08","07","07","06","07","05","06","06","06","06","06","07","07","07","2","1","1","08","08","08","08","08","08","08","98","08","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","07","08","08","08","07","1","1","2","1","2","1","2","1","2","2","1","2","2","2","2","","","","","1","1","4","3","4","4","3","4","3","4","3","4","3","3","4","4","","","0","1","0","1","1","0","0","1","0","1","1","","1","","1","2","1","02","0006000","SEIS MIL","1","0","1","0","0","0","0","0","3","06","06","04","02","06","2","2","2","2","0","1","0","1","1","0","0","0","0","0","0","5159.7980916182","U","0315","0119"
"2702243.01","2702243.01.02","2702243","01","02","27","TABASCO","004","CENTRO","01","05","07","05","03","03","03","05","05","03","03","05","05","05","05","04","06","06","03","04","04","05","06","05","05","05","05","05","07","06","07","07","09","05","05","06","06","06","03","06","03","05","1","1","1","07","07","08","07","07","06","08","10","08","1","0","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","05","06","07","08","07","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","4","4","4","3","3","3","4","4","3","3","4","3","2","3","3","3","","","1","0","0","0","0","0","0","1","0","1","1","","1","","2","2","2","07","0020000","VEINTE MIL","0","0","0","0","0","0","0","1","2","06","07","05","05","05","2","2","3","3","0","1","0","1","0","1","0","0","0","0","0","9069.2954078346","U","0316","0120"
"2702243.02","2702243.02.02","2702243","02","02","27","TABASCO","004","CENTRO","01","06","10","05","05","03","03","05","06","05","05","07","07","07","03","07","05","06","04","05","06","06","04","05","06","05","06","08","08","06","06","04","07","05","04","06","07","07","04","06","08","08","2","1","1","07","07","08","08","04","08","08","98","07","1","0","0","1","0","0","0","0","0","0","1","0","0","0","","0","0","99","06","07","08","07","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","","","3","","3","3","4","3","2","2","3","4","2","2","3","3","2","2","2","2","","","1","1","0","0","0","0","0","0","0","1","1","","1","","1","1","2","04","0011000","ONCE MIL","0","0","1","0","0","0","0","0","2","05","06","06","06","06","3","2","3","3","0","1","0","1","1","1","0","0","0","0","0","4534.6477039173","U","0316","0120"
"2702243.03","2702243.03.01","2702243","03","01","27","TABASCO","004","CENTRO","01","07","08","08","08","08","08","06","07","05","05","08","08","08","07","08","09","07","07","07","04","07","07","06","08","07","07","09","09","09","07","07","08","06","07","06","08","07","05","07","07","08","1","2","1","08","08","08","07","08","09","09","98","08","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","06","07","07","10","04","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","4","4","2","2","2","4","4","3","2","4","3","2","2","2","2","","","1","1","1","0","0","0","0","1","0","1","1","","1","","3","2","2","05","0015000","QUINCE MIL","0","0","0","0","0","0","0","1","1","08","08","08","07","08","2","2","3","2","0","1","1","1","0","1","0","0","0","0","0","2267.3238519587","U","0316","0120"
"2702243.04","2702243.04.01","2702243","04","01","27","TABASCO","004","CENTRO","01","05","05","05","05","05","05","05","05","04","04","06","06","06","05","07","08","06","04","04","04","02","06","03","05","06","06","10","10","08","08","05","08","04","04","04","06","04","00","08","08","08","2","1","1","06","06","07","07","07","06","07","98","07","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","06","08","09","06","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","4","4","4","4","4","3","3","3","4","4","3","2","4","3","3","3","4","3","","","1","1","0","0","0","0","0","1","0","1","1","","1","","3","2","2","06","0015001","QUINCE MIL UNO","0","0","0","0","0","0","0","1","1","08","08","07","07","07","2","2","3","2","0","0","0","1","0","1","0","0","0","0","0","6801.971555876","U","0316","0120"
"2705005.02","2705005.02.01","2705005","02","01","27","TABASCO","004","CENTRO","01","03","04","04","05","02","02","03","02","02","03","02","03","02","01","02","03","02","03","02","03","03","04","04","02","02","03","02","03","04","03","02","01","03","03","04","04","03","04","03","03","03","1","1","1","02","03","04","03","04","05","03","98","02","0","1","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","05","04","03","05","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","1","1","4","1","4","1","3","1","1","1","1","1","1","1","1","1","1","1","1","","","1","0","1","0","0","0","0","0","0","1","1","","1","","4","2","1","01","0003000","TRES MIL","0","0","0","0","0","0","0","1","3","03","02","03","02","04","4","4","2","4","0","1","0","0","1","1","0","0","0","0","0","2962.3577640036","U","0317","0119"
"2705005.03","2705005.03.03","2705005","03","03","27","TABASCO","004","CENTRO","01","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","05","08","05","05","05","08","05","05","07","08","10","10","08","05","05","04","04","05","05","05","07","05","06","05","04","2","2","2","","","","","","","","","","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","0","0","05","07","08","05","02","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","1","1","1","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","0","1","0","1","0","0","1","0","0","1","2","","1","","4","2","2","01","0003000","TRES MIL","0","0","0","0","0","0","0","1","2","05","04","04","05","04","2","2","4","3","0","1","0","1","0","0","0","0","0","0","0","14811.788820018","U","0317","0119"
"2705005.05","2705005.05.01","2705005","05","01","27","TABASCO","004","CENTRO","01","03","01","01","01","01","01","01","05","00","01","05","05","05","05","05","05","07","05","05","06","06","05","06","06","05","06","10","10","08","08","05","05","05","06","02","05","05","03","08","08","09","1","1","1","10","10","98","10","98","10","10","98","10","0","0","0","1","0","0","1","1","0","0","0","0","0","0","","0","0","06","05","05","01","03","2","2","2","2","2","2","1","2","2","2","2","1","2","2","2","","4","4","4","4","4","3","2","3","3","3","3","3","1","1","3","3","3","3","1","","","0","1","1","1","0","0","0","0","0","2","","1","1","","3","2","1","05","0015000","QUINCE MIL","0","0","0","0","0","0","0","1","2","06","06","05","05","06","3","3","2","4","0","1","1","1","1","1","0","0","0","0","0","5924.7155280072","U","0317","0119"
"2705029.01","2705029.01.01","2705029","01","01","27","TABASCO","004","CENTRO","01","05","05","05","05","00","00","08","00","00","00","07","07","07","00","08","10","09","10","10","05","10","10","10","10","10","10","06","10","08","06","05","05","02","02","08","05","08","08","08","05","10","2","2","1","07","07","08","08","08","10","08","10","08","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","06","06","06","09","05","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","0","0","0","1","0","0","1","0","2","","1","1","","3","2","1","04","0012000","DOCE MIL","1","0","0","0","1","0","0","0","2","06","10","10","10","10","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","8879.5366482507","U","0318","0119"
"2705029.02","2705029.02.01","2705029","02","01","27","TABASCO","004","CENTRO","01","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","00","02","01","02","01","08","08","02","02","03","01","01","01","01","02","00","00","02","01","00","2","1","1","00","00","00","00","00","00","00","00","00","0","0","1","0","0","1","0","1","0","0","0","0","0","0","","0","0","00","00","01","00","00","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","0","1","1","0","0","0","0","0","0","2","","2","1","","1","2","2","08","0030000","TREINTA MIL","0","0","0","0","0","0","0","1","1","00","00","00","01","00","2","3","4","4","0","0","0","1","0","0","0","0","0","0","0","1775.9073296501","U","0318","0119"
"2705029.04","2705029.04.01","2705029","04","01","27","TABASCO","004","CENTRO","01","06","01","01","01","01","01","01","01","01","01","04","04","04","03","08","03","02","03","01","03","01","01","03","02","02","03","10","10","10","08","04","01","01","01","01","03","02","01","06","02","05","2","2","1","04","04","07","03","07","10","08","09","09","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","07","01","01","06","01","1","2","2","1","2","1","1","2","1","2","1","2","2","2","2","","","","","4","1","4","2","2","4","1","4","4","4","4","1","4","3","3","1","","","0","0","0","0","1","1","0","1","0","1","1","","1","","1","2","1","07","0021000","VEINTIUN MIL","0","1","1","0","0","0","1","0","1","00","08","01","03","02","2","2","3","3","0","1","0","0","1","1","0","0","0","0","0","3551.8146593003","U","0318","0119"
"2705029.05","2705029.05.02","2705029","05","02","27","TABASCO","004","CENTRO","01","05","08","02","02","05","04","00","00","00","00","05","03","03","05","02","05","05","00","05","08","05","03","05","05","03","02","00","00","03","02","05","05","02","04","02","03","05","03","05","05","05","2","2","2","","","","","","","","","","0","0","0","1","0","0","0","0","1","0","0","1","0","0","","0","0","00","00","03","00","00","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","4","3","3","3","3","2","2","1","4","1","4","2","1","4","4","3","4","4","1","","","1","0","0","0","1","0","0","1","0","2","","2","1","","4","1","2","01","0005000","CINCO MIL","0","0","0","0","0","0","0","1","3","00","00","03","00","00","2","2","2","3","0","1","0","0","0","1","0","0","0","0","0","5327.7219889504","U","0318","0119"
"2808243.01","2808243.01.01","2808243","01","01","28","TAMAULIPAS","041","VICTORIA","01","08","10","10","08","08","08","08","10","08","07","09","08","07","10","08","08","10","08","09","10","08","10","09","08","08","10","10","10","08","05","10","08","10","07","08","08","08","05","10","07","09","1","1","1","06","07","08","09","08","08","07","08","09","0","1","0","0","0","0","0","1","0","1","0","0","0","0","","0","0","08","10","08","10","08","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","","","","","3","3","3","3","4","3","1","2","2","1","1","1","4","1","1","2","","","0","0","0","0","0","0","1","0","0","1","1","","1","","1","2","1","06","0017000","DIECISIETE MIL","0","0","0","0","0","0","0","1","1","09","00","09","08","09","2","1","2","1","0","1","0","0","1","1","0","0","0","0","0","2115.9207449818","U","0319","0121"
"2808243.02","2808243.02.01","2808243","02","01","28","TAMAULIPAS","041","VICTORIA","01","08","08","08","06","08","08","07","09","09","08","09","09","08","09","07","07","09","07","05","07","08","07","08","08","08","09","05","04","08","07","05","09","08","08","05","07","07","07","06","06","08","2","2","1","08","09","09","09","09","09","09","09","08","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","07","08","08","09","09","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","","","3","","3","3","4","2","3","4","2","4","2","2","3","4","3","2","3","2","","","0","1","0","0","0","0","0","0","0","1","1","","1","","3","2","1","08","0024000","VEINTICUATRO MIL","0","0","0","0","0","0","0","1","1","08","08","07","06","08","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","4231.8414899636","U","0319","0121"
"2808243.03","2808243.03.02","2808243","03","02","28","TAMAULIPAS","041","VICTORIA","01","05","04","04","02","00","02","02","04","00","00","05","05","02","05","05","00","03","00","01","04","05","03","05","04","05","07","10","10","04","10","00","05","00","03","01","05","00","05","01","02","05","2","1","1","05","06","05","07","05","10","05","10","08","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","02","05","05","10","00","1","1","1","2","2","2","1","2","2","2","2","2","2","2","2","","","4","4","1","1","4","3","1","1","2","3","1","3","4","3","1","3","3","1","1","LA OPINION DE LOS CIUDADANOS","1","1","0","0","1","0","0","1","0","1","1","","1","","3","2","1","07","0020000","VEINTE MIL","0","0","0","0","0","1","0","0","1","05","05","00","05","00","2","1","2","2","1","1","0","1","0","0","0","0","0","0","0","4231.8414899636","U","0319","0121"
"2808243.04","2808243.04.01","2808243","04","01","28","TAMAULIPAS","041","VICTORIA","01","08","08","08","08","07","07","06","08","08","08","08","08","08","07","09","09","08","07","07","07","07","06","06","06","06","06","00","10","05","05","06","07","06","06","06","06","06","06","07","06","07","2","2","2","","","","","","","","","","1","0","0","1","0","0","1","0","0","0","0","0","0","0","","0","0","06","06","06","05","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","3","3","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","0","0","0","0","0","0","0","1","0","1","1","","1","","2","2","2","08","0021001","VEINTIUN MIL UNO","0","0","0","0","0","0","0","1","2","06","06","07","07","07","1","1","1","1","0","0","1","0","1","1","0","0","0","0","0","2115.9207449818","U","0319","0121"
"2808243.05","2808243.05.01","2808243","05","01","28","TAMAULIPAS","041","VICTORIA","01","09","10","07","00","09","09","00","08","04","00","10","07","00","05","05","00","09","09","07","10","08","07","09","00","10","08","00","10","08","00","10","10","10","00","10","00","08","00","10","99","10","2","2","2","","","","","","","","","","1","0","0","0","0","0","0","0","1","0","0","0","1","0","","0","0","09","09","00","10","00","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","","","4","","4","4","1","1","1","1","1","3","1","1","1","1","2","1","1","1","","","1","1","0","0","1","0","0","1","0","1","1","","1","","4","2","1","08","0024000","VEINTICUATRO MIL","0","0","0","0","0","0","0","1","2","08","10","00","00","00","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","6347.7622349455","U","0319","0121"
"2808276.01","2808276.01.01","2808276","01","01","28","TAMAULIPAS","041","VICTORIA","01","05","02","02","00","00","00","00","05","00","99","08","08","05","05","04","05","05","03","05","08","05","05","05","05","08","05","08","10","10","10","00","10","05","07","00","05","05","10","05","00","08","2","1","1","08","08","08","08","07","08","07","98","08","0","0","0","1","0","0","0","0","1","0","1","0","0","0","","0","0","05","05","08","08","05","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","1","1","1","1","4","2","8","2","1","3","1","3","1","1","1","1","1","3","","","1","0","0","0","1","0","0","1","0","1","1","","1","","1","2","1","02","0007000","SIETE MIL","0","0","1","0","0","0","0","0","3","08","99","05","08","08","1","2","2","2","0","1","0","0","1","1","0","0","0","0","0","3726.8734764848","U","0376","0122"
"2808276.02","2808276.02.01","2808276","02","01","28","TAMAULIPAS","041","VICTORIA","01","08","10","10","10","08","08","08","10","10","10","10","10","10","10","10","10","10","09","10","10","10","10","09","09","10","07","10","10","10","10","10","10","10","10","10","08","10","10","10","09","10","2","1","1","10","10","10","10","10","10","10","98","10","1","1","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","10","10","10","10","10","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","","","0","1","0","1","1","0","0","1","0","1","1","","1","","3","2","1","01","0004000","CUATRO MIL","0","0","0","0","0","0","0","1","3","08","10","08","10","10","1","1","1","1","0","0","1","1","1","1","0","0","0","0","0","3726.8734764848","U","0376","0122"
"2808276.04","2808276.04.01","2808276","04","01","28","TAMAULIPAS","041","VICTORIA","01","05","00","00","00","00","00","00","00","00","00","00","00","00","00","07","09","02","03","03","03","00","04","00","00","02","02","10","10","00","10","10","08","02","02","08","05","04","00","06","05","05","2","1","1","09","09","09","09","09","09","09","09","09","1","0","0","1","0","0","0","0","1","0","0","0","0","0","","0","0","02","00","00","09","09","1","1","1","2","2","2","2","2","1","2","2","2","2","1","2","","","4","4","1","","4","4","4","1","4","1","4","4","4","4","1","4","4","4","","","1","1","0","0","0","0","0","1","0","1","9","","1","","2","2","1","06","0017000","DIECISIETE MIL","0","0","1","0","0","0","0","0","1","00","00","00","03","00","3","2","3","2","0","1","0","0","0","1","0","0","0","0","0","1863.4367382424","U","0376","0122"
"2808276.05","2808276.05.01","2808276","05","01","28","TAMAULIPAS","041","VICTORIA","01","09","09","08","06","08","08","10","06","06","06","06","06","06","07","05","06","06","05","10","10","10","08","08","05","07","07","06","06","08","08","07","08","08","08","08","07","06","05","05","06","08","2","1","1","09","09","09","09","09","09","09","98","09","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","0","0","10","08","08","06","05","1","2","2","2","2","1","2","2","2","2","1","2","1","2","2","","","4","","","4","4","3","3","4","3","3","4","4","1","1","4","3","4","4","","","0","1","1","0","0","1","0","1","0","1","1","","1","","2","2","1","01","0005000","CINCO MIL","0","0","1","0","0","0","0","0","2","09","09","09","09","09","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","3726.8734764848","U","0376","0122"
